codigo;descricao;tipo;unidade;status;custo_padrao;estoque_atual;estoque_seguranca;lote_minimo;lead_time_dias;codigo_legado;referencia_legado;unidade_sugerida;revisar;motivo_revisao
MP-177;CENTRAGEM PRD06073 - AF 12" S1000 / 12" SW1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;177;CENT - PRD06073;;NAO;
MP-178;COLA BORRACHA 5032-P ZBOND 19G - REPARO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;178;COLA-P ZBOND19G;G;SIM;Unidade: cola vendida em 19G cadastrada como UN - a BOM consome grama, nao unidade
MP-179;COLA BORRACHA CB-5502 3KG;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;179;CB-5502- 3KG;KG;SIM;Unidade: cola vendida em 3KG cadastrada como UN - a BOM consumiria 3 kg por peca
MP-180;COLA BORRACHA CB-5507 3KG;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;180;CB-5507- 3KG;KG;SIM;Unidade: cola vendida em 3KG cadastrada como UN - a BOM consumiria 3 kg por peca
MP-181;COLA BORRACHA LIQUIDA CB-5500 P 3KG;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;181;CB-5500- 3KG;KG;SIM;Unidade: cola vendida em 3KG cadastrada como UN - a BOM consumiria 3 kg por peca
MP-182;COLA CIANO CB 15 FRASCO DE 1KG INCOLOR;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;182;CB15- 1KG;KG;SIM;Unidade: cola vendida em 1KG cadastrada como UN
MP-183;FERRAGEM MB0.1 - LANCAMENTO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;183;FERRAG - MB0.1;;SIM;Item marcado LANCAMENTO - confirmar se ja esta em producao
MP-184;COLA CIANO CB 80 PRETO 1KG (5010118008001);MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;184;CB80- 1KG;KG;SIM;Unidade: cola vendida em 1KG cadastrada como UN
MP-185;FERRAGEM MB0 - 6X9 MB250 E 6" MB230X / 6" WF200;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;185;FERRAG - MB0;;NAO;
MP-186;COLA CIANO INCOLOR CB-15 20G REPARO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;186;CB15- 20G;G;SIM;Unidade: cola vendida em 20G cadastrada como UN
MP-187;COLA CIANO PRETO CB-80 20G REPARO (COD: 5010118004020);MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;187;CB80- 20G;G;SIM;Unidade: cola vendida em 20G cadastrada como UN
MP-188;COLA ESTRUTURAL CB 31AX - PARTE A;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;188;CB31XA;KG;SIM;Unidade: cola bicomponente a granel cadastrada como UN - definir KG e proporcao com MP-190
MP-189;FERRAGEM MB 3.2 - LINHA AF 350;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;189;FERRAG - MB 3.2;;NAO;
MP-190;COLA ESTRUTURAL CB 31BX - PARTE B;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;190;CB31XB;KG;SIM;Unidade: cola bicomponente a granel cadastrada como UN - definir KG e proporcao com MP-188
MP-191;FERRAGEM MB 1.3 - LANCAMENTO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;191;FERRAG - MB 1.3;;SIM;Item marcado LANCAMENTO - confirmar se ja esta em producao
MP-192;COLA ESTRUTURAL TB3924E;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;192;TB3924E;KG;SIM;Unidade: cola a granel cadastrada como UN
MP-193;COLA ESTRUTURAL TB3929E;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;193;TB3929E;KG;SIM;Unidade: cola a granel cadastrada como UN
MP-194;FERRAGEM MB 1.2 - AF 6X9 DARK260 / MB280;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;194;FERRAG - MB 1.2;;NAO;
MP-195;COLA ESTRUTURAL TB39B064 / 1 KG;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;195;TB39B0641 KG;KG;SIM;Unidade: cola vendida em 1KG cadastrada como UN
MP-196;COLA ESTRUTURAL TB39B065 / 1KG;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;196;TB39B065-1KG;KG;SIM;Unidade: cola vendida em 1KG cadastrada como UN
MP-197;COLA LOCTITE 5181H BO1KG COD 282841;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;197;LOC-5181H-BO1KG;KG;SIM;DUPLICATA de MP-082 (mesma cola) + unidade deveria ser KG - decidir qual codigo fica
MP-198;FERRAGEM EVOK-166147070 12" 1000 4 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;198;FERRAG - 166147070;;NAO;
MP-199;FERRAGEM EVOK-166146980 12" 1000 8OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;199;FERRAG - 166146980;;NAO;
MP-200;DISSIPADOR EVOK-3 MAIOR JAT (038.010.00) - AF 12" 1500/2000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;200;DIS-EVK 3-JAT(038.010.00);;NAO;
MP-201;DISSIPADOR EVOK 2,5 MENOR - JAT (038.009.00) - SUB 10" 1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;201;DIS - EVK 2,5 JAT;;NAO;
MP-202;C-20 - CX TWEETER 6 UNIDADES;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;202;C-20;;SIM;Caixa coletiva de 6 unidades - confirmar se 1 UN = 1 caixa
MP-203;C-19 - CX TWEETER STE400;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;203;C-19;;NAO;
MP-204;C-18 - CX TWEETER SUPREME - LANCAMENTO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;204;C-18;;SIM;Item marcado LANCAMENTO - confirmar se ja esta em producao
MP-205;C-17 - CX SUB 12" 1500/2000 - LANCAMENTO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;205;C-17;;SIM;Item marcado LANCAMENTO - confirmar se ja esta em producao
MP-206;C-16 - CX REPARO 10" 1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;206;C-16;;NAO;
MP-207;C-15 - CX REP TWEETER STE400;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;207;C-15;;NAO;
MP-208;C-14 - CX REP MEDIO 6" E 8" 6X9;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;208;C-14;;NAO;
MP-209;C-13 - CX REP 12" SW 1500/2000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;209;C-13;;NAO;
MP-210;C-12 - CX REP 12";MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;210;C-12;;NAO;
MP-211;C-11 - CX LOJA (LANCAMENTO);MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;211;C-11;;SIM;Item marcado LANCAMENTO - confirmar se ja esta em producao
MP-212;C-10 - CX AF SUB 10" 1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;212;C-10;;NAO;
MP-213;C-09 - CX AF 6X9;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;213;C-09;;NAO;
MP-214;C-08 - CX AF 6" MB 300;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;214;C-08;;NAO;
MP-215;C-07 - CX AF 6" 6MB230X 6WF200;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;215;C-07;;NAO;
MP-216;C-06 - CX AF 15" POLEGADAS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;216;C-06;;NAO;
MP-217;C-05 - CX 8" 8MB300X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;217;C-05;;NAO;
MP-218;C-04 - CX 6X9 350;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;218;C-04;;NAO;
MP-219;C-03 - CX 6" 350;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;219;C-03;;NAO;
MP-220;C-02 - CX 12" 1500 E 12" 600;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;220;C-02;;NAO;
MP-221;C-01 - CX 12" UNIFICADA (600,700,900,1000);MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;221;C-01;;NAO;
MP-222;CORDOALHA BC-AGY28MK42W;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;222;AGY28MK42W;M;SIM;Unidade: cordoalha vendida em rolo/metro cadastrada como UN
MP-223;CORDOALHA SUB 1500 64 FIOS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;223;HGF64YB-W;M;SIM;Unidade: cordoalha vendida em rolo/metro cadastrada como UN
MP-224;CORDOALHA 64 FIOS ENCAPADA (A02232T35CC2) SUB 600;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;224;A02232T35CC2;M;SIM;Unidade: cordoalha vendida em rolo/metro cadastrada como UN
MP-225;CORD 1.8 - 2 MM (SUB SW700) PRATA E ALMA DE NOMEX 21 FIOS 120MTS POR KG;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;225;21 FIOS;M;SIM;Unidade: a propria descricao diz 120 metros por kg - UN nao serve para consumo em BOM
MP-226;CORD 1,3MM A 1,5MM 16 FIOS PRATA E ALMA DE NOMEX ROLO 340MTS POR KG - LINHA DE MEDIO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;226;16 FIOS;M;SIM;Unidade: a propria descricao diz 340 metros por kg - UN nao serve para consumo em BOM
MP-227;CORD 2,1 A 2,5MM (SUB SW900X) EM PRATA E ALMA DE NOMEX 32 FIOS (ROLO 75MT NO KG) / KOIMAS CORD 08;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;227;32 FIOS;M;SIM;Unidade: a propria descricao diz 75 metros por kg - UN nao serve para consumo em BOM
MP-228;CONE 6" TW166-393-M13-46MM - AF 6" 350;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;228;CN 6" TW166-393-M13-46MM;;NAO;
MP-229;CONE 6" TW166-203-M13-41.8MM - LANCAMENTO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;229;CN 6" TW166- 203 - M13- 41.8MM;;SIM;Item marcado LANCAMENTO - confirmar se ja esta em producao
MP-230;CONE 10" CV-AP10EOX66,0 - AF SUB 10" 1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;230;CN 10" CV-AP10EOX66,0;;NAO;
MP-231;CONE 6" YD166-18J-39.80MM - AF 6MB230X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;231;CN 6" YD166-18J-39.80MM;;NAO;
MP-232;CONE 6" YD166-392-41.80MM - AF 6MB300;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;232;CN 6" YD166-392-41.80MM;;NAO;
MP-233;CONE 6" IMPORTADO FURO 39 BORDA BORRACHA - AF 6WF200;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;233;CN 6" BORDA BORRACHA- FURO 39MM;;NAO;
MP-234;CONE 6X9 KEVLAR BX69-01-41.20MM - AF DARK260;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;234;CN 6X9 KEVLAR BX69-01-41.20MM;;NAO;
MP-235;CONE 6X9 TW1623-203-M13-41.80MM - AF 6X9 280 LANCAMENTO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;235;CN 6X9 TW 1623-203-M13 - 41.80MM;;SIM;Item marcado LANCAMENTO - confirmar se ja esta em producao
MP-236;CONE 6X9 TW1623-51-M13-46MM - AF 6X9 350;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;236;CN 6X9 TW1623-51-M13-46MM;;NAO;
MP-237;CONE 6X9 YD1623-28-39.8MM - AF 6X9 MB250;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;237;CN 6X9 YD1623-28-39.80MM;;NAO;
MP-238;CONE 6X9 YD1623-56-41.80MM - AF 6X9 MB280;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;238;CN-6X9YD1623-56-41.80MM;;NAO;
MP-239;ADESIVO IDENTIF CX 12S1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;239;;;NAO;
MP-240;ADESIVO (E) CONE RECORT. BRANCO REFL. MEDIO LINHA STEEL 280;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;240;;;NAO;
MP-241;ADESIVO 2OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;241;;;NAO;
MP-242;ADESIVO 4OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;242;;;NAO;
MP-243;CONE 8" TW200-102-52 - AF 8MB300X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;243;CN 8" TW200 - 102-52;;NAO;
MP-244;CONE AP6TK - KIT REPARO 6" MB230;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;244;CN-AP6TK;;NAO;
MP-245;ADESIVO 8OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;245;;;NAO;
MP-246;ADESIVO BOLA VERDE GRANDE;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;246;;;NAO;
MP-247;ADESIVO BOLA VERDE PEQUENO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;247;;;NAO;
MP-248;CONE AP8TZ - AF 8MB300;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;248;CN-AP8TZ;;NAO;
MP-249;ADESIVO GARANTIA;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;249;;;NAO;
MP-250;CONE CV-AP12EY1X3 BORDA DE 60MM - KIT REPARO AF 12" 1500;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;250;CN CV-AP12EY1X3;;NAO;
MP-251;CONE CV-AP-12EN2X52,8 - AF SUB 12600;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;251;CN CV-AP-12EN2X52,8;;NAO;
MP-253;ADESIVO CONE 6MB230X / 6X9 MB250 - VERDE;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;253;;;NAO;
MP-254;CONE CV-AP12EL3X66 - AF 12" S1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;254;CN CV-AP12EL3X66;;NAO;
MP-255;ADESIVO CONE 6X9 DARK260 / MB280 / 6" MB260 / 6" WF200 CINZA;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;255;;;NAO;
MP-256;ADESIVO CONE AF 6MB 300 CROMO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;256;;;NAO;
MP-257;CONE CVAP12EN3X57,0 - AF 12" SW700X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;257;CN CVAP12EN3X57,0;;NAO;
MP-258;CONE CV-AP12ENN1X61,50 - AF 12" SW900X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;258;CN CV-AP12ENN1X61,50;;NAO;
MP-259;ADESIVO CONE REFLETIVO VERNIZ MEDIO LINHA SUPREME 350 / STEEL 350;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;259;;;NAO;
MP-260;ADESIVO EVOKZEIRO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;260;;;NAO;
MP-261;ADESIVO FERRITE KRUSCH PRETO LINHA STEEL 280;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;261;;;NAO;
MP-262;CONE CV-AP12ENN1X66 (YD300-39-M4G49 155) - AF 12" SW1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;262;CN CV-AP12ENN1X66 (YD300-39-M4G49( 155 );;NAO;
MP-263;CONE CV-AP12EZX3 - AF 12" SW1500/SW2000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;263;CN CV-AP12EZX3;;NAO;
MP-264;CONE TW1623-28-39.8MM - LANCAMENTO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;264;CN TW1623-28-39.8MM;;SIM;Item marcado LANCAMENTO - confirmar se ja esta em producao
MP-265;ADESIVO FERRITE KRUSCH PRETO LINHA SUPREME 350 / STEEL 350;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;265;;;NAO;
MP-266;ADESIVO FERRITE KRUSCH TWEETER SUPREME;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;266;;;NAO;
MP-267;ADESIVO FERRITE SUB 10" 1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;267;;;NAO;
MP-268;ADESIVO FERRITE SUB 12" 600;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;268;;;NAO;
MP-269;ADESIVO FERRITE SUB 12S1000 / 12SW1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;269;;;NAO;
MP-270;ADESIVO FERRITE SUB 12SW1500;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;270;;;NAO;
MP-271;ADESIVO FERRITE SUB 12SW2000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;271;;;NAO;
MP-272;ADESIVO FUNDO SUB 12S1000 4OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;272;;;NAO;
MP-273;ADESIVO FUNDO SUB 12S1000 8OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;273;;;NAO;
MP-274;ADESIVO SELO DE QUALIDADE;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;274;;;NAO;
MP-275;ADESIVO REDONDO FUNDO LINHA SUPREME TWEETER STE;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;275;;;NAO;
MP-276;ADESIVO REDONDO FUNDO LINHA SUPREME 6X9350 4OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;276;;;NAO;
MP-277;ADESIVO REDONDO FUNDO LINHA SUPREME 6MB350 4 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;277;;;NAO;
MP-278;ADESIVO REDONDO FUNDO LINHA STEEL 6X9350;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;278;;;NAO;
MP-279;ADESIVO REDONDO FUNDO LINHA STEEL 6X9280;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;279;;;NAO;
MP-280;ADESIVO PROTETOR SUB RESINADO SUB 12" 600 E 1500;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;280;;;NAO;
MP-281;ADESIVO PROTETOR SUB RESINADO SUB 12" 1500 (ANTIGO);MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;281;;;SIM;Marcado ANTIGO - avaliar inativar (substituido por MP-280?)
MP-282;ADESIVO FUNDO SUB 12SW1000 4OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;282;;;NAO;
MP-283;ADESIVO PROTETOR RESINADO SUB 10";MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;283;;;SIM;Unico item classificado REVENDA no legado - seus irmaos diretos (MP-280/285/286) sao MATERIA PRIMA e o ERP nao tem tipo REVENDA. Confirmar classificacao
MP-284;ADESIVO FUNDO SUB 12SW1000 8OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;284;;;NAO;
MP-285;ADESIVO PROTETOR 12" SW900X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;285;;;NAO;
MP-286;ADESIVO PROTETOR 12" SW700X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;286;;;NAO;
MP-287;ADESIVO PROMOCIONAL HOLOGRAFICO;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;287;;;NAO;
MP-288;ADESIVO PROMOCIONAL GRANDE;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;288;;;NAO;
MP-289;ADESIVO FUNDO SUB 12SW1500 2 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;289;;;NAO;
MP-290;ADESIVO FUNDO SUB 12SW1500 8 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;290;;;NAO;
MP-291;ADESIVO PROMOCIONAL;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;291;;;NAO;
MP-292;ADESIVO FUNDO SUB 12SW2000 2 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;292;;;NAO;
MP-293;ADESIVO KIT REPARO PARA CX DE TW;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;293;;;NAO;
MP-294;ADESIVO FUNDO SUB 12SW2000 8 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;294;;;NAO;
MP-295;ADESIVO FUNDO 10" 1000 4 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;295;;;NAO;
MP-296;ADESIVO FUNDO 10" 1000 8 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;296;;;NAO;
MP-297;ADESIVO FUNDO 12" 600;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;297;;;NAO;
MP-298;ADESIVO FUNDO 12" SW700X 4 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;298;;;NAO;
MP-299;ADESIVO FUNDO 12" SW700X 8 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;299;;;NAO;
MP-300;ADESIVO FUNDO 12" SW900X 4 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;300;;;NAO;
MP-301;ADESIVO FUNDO 12" SW900X 8 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;301;;;NAO;
MP-302;ADESIVO IDENTIF SUB 12 1500;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;302;;;NAO;
MP-303;ADESIVO FUNDO 15" DARK;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;303;;;NAO;
MP-304;ADESIVO IDENTIF CX 12SW1000;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;304;;;NAO;
MP-305;ADESIVO FUNDO 6" WF 200;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;305;;;NAO;
MP-306;ADESIVO IDENTIF CX 12SW900X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;306;;;NAO;
MP-307;ADESIVO FUNDO 6MB 300 4 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;307;;;NAO;
MP-308;ADESIVO IDENTIF CX 8MB300X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;308;;;NAO;
MP-309;ADESIVO FUNDO 6MB 300 8 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;309;;;NAO;
MP-310;ADESIVO FUNDO AF 6" MB230;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;310;;;NAO;
MP-311;ADESIVO IDENTIF CX 8MB300;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;311;;;NAO;
MP-312;ADESIVO IDENTIF CX 6X9MB280;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;312;;;NAO;
MP-313;ADESIVO FUNDO AF 6" MB230X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;313;;;NAO;
MP-314;ADESIVO FUNDO AF 6" MB260;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;314;;;NAO;
MP-315;ADESIVO FUNDO AF 6X9 DARK 260;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;315;;;NAO;
MP-316;ADESIVO IDENTIF CX 6X9MB250;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;316;;;NAO;
MP-317;ADESIVO IDENTIF CX 6X9 DARK260;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;317;;;NAO;
MP-318;ADESIVO IDENTIF CX 6WF200;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;318;;;NAO;
MP-319;ADESIVO FUNDO AF 6X9 MB250;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;319;;;NAO;
MP-320;ADESIVO IDENTIF CX 6MB300;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;320;;;SIM;Descricao praticamente igual a MP-324 (CX 6 MB300) - confirmar se sao adesivos diferentes ou duplicata
MP-321;ADESIVO FUNDO AF 6X9 MB280 4 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;321;;;NAO;
MP-322;ADESIVO IDENTIF CX 6MB230X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;322;;;NAO;
MP-323;ADESIVO FUNDO AF 6X9 MB280 8 OHMS;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;323;;;NAO;
MP-324;ADESIVO IDENTIF CX 6 MB300;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;324;;;SIM;Descricao praticamente igual a MP-320 (CX 6MB300) - confirmar se sao adesivos diferentes ou duplicata
MP-325;ADESIVO FUNDO AF 8" MB300X;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;325;;;NAO;
MP-326;ADESIVO FUNDO AF SUB 1500;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;326;;;NAO;
MP-327;ADESIVO FUNDO SUB 12SW2000 4+4;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;327;;;NAO;
MP-328;ADESIVO FUNDO TWEETER STE400;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;328;;;NAO;
MP-329;ADESIVO IDENTIF 230;MATERIA_PRIMA;UN;ATIVO;0;0;0;0;0;329;;;NAO;
